TYP,PFAD,KNOTENZAHL,DUPLIKATION,VERLUST,HGT,EVOLUTIONSRATE,BI_ANZAHL,DI_ANZAHL,EM_ANZAHL,FITCH,DELETION_RATE,SPECIAL,PARTIAL_BI_ANZAHL,PARTIAL_DI_ANZAHL,PARTIAL_EM_ANZAHL,PARTIAL_FITCH,ALGO_ONE_ORDER,ALGO_ONE_DIFF,ALGO_TWO_DIFF
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_66,10,0.25,0.5,1.0,66,6,21,42,True,0.8,False,2,5,8,True,"(0, 1, 2)",0.5777777777777777,0.45555555555555555
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,8,7,68,False,0.8,False,2,2,14,False,"(0, 1, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_67,10,0.25,0.5,1.0,67,22,26,16,True,0.5,True,10,0,8,True,"(2, 1, 0)",0.4777777777777778,0.5777777777777777
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,44,22,2,False,0.5,True,22,0,0,True,"(2, 1, 0)",0.5111111111111111,0.4666666666666667
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_68,10,0.25,0.5,1.0,68,4,21,44,True,0.3,False,2,15,30,True,"(1, 2, 0)",0.24444444444444444,0.24444444444444444
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,64,0,26,False,0.3,False,44,0,18,False,"(1, 2, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_69,10,0.25,0.5,1.0,69,32,24,10,True,0.9,True,4,0,0,True,"(2, 1, 0)",0.4888888888888889,0.5111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,52,5,28,False,0.9,True,6,0,2,True,"(2, 1, 0)",0.7777777777777778,0.8444444444444444
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_7,10,0.25,0.5,1.0,7,22,27,14,True,0.9,True,2,0,2,True,"(2, 1, 0)",0.4777777777777778,0.5333333333333333
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,26,27,10,False,0.9,True,2,0,0,True,"(2, 1, 0)",0.4666666666666667,0.7777777777777778
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_70,10,0.25,0.5,1.0,70,0,21,48,True,0.4,False,0,13,28,True,"(0, 1, 2)",0.3111111111111111,0.3111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,36,23,8,False,0.4,False,22,14,4,False,"(0, 1, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_71,10,0.25,0.5,1.0,71,6,27,30,True,0.9,True,0,0,2,True,"(2, 0, 1)",0.4888888888888889,0.4888888888888889
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,64,2,22,False,0.9,True,6,0,2,True,"(2, 0, 1)",0.7111111111111111,0.7333333333333333
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_72,10,0.25,0.5,1.0,72,8,25,32,True,0.3,True,6,0,22,True,"(0, 2, 1)",0.4111111111111111,0.4666666666666667
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,50,20,0,False,0.3,True,34,0,0,True,"(0, 2, 1)",0.4444444444444444,0.4444444444444444
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_73,10,0.25,0.5,1.0,73,4,21,44,True,0.9,False,0,3,4,True,"(1, 0, 2)",0.8444444444444444,0.45555555555555555
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,18,1,70,False,0.9,False,2,1,6,True,"(1, 0, 2)",0.6444444444444445,0.8
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_74,10,0.25,0.5,1.0,74,6,21,42,True,0.6,False,2,9,16,True,"(2, 1, 0)",0.4444444444444444,0.45555555555555555
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,26,7,50,False,0.6,False,10,3,20,False,"(2, 1, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_75,10,0.25,0.5,1.0,75,8,25,32,True,0.9,True,0,0,4,True,"(1, 0, 2)",0.9555555555555556,0.4888888888888889
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,8,40,2,False,0.9,True,0,0,0,True,"(1, 0, 2)",0.9111111111111111,0.5777777777777777
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_76,10,0.25,0.5,1.0,76,0,9,72,True,0.7,True,0,0,22,True,"(2, 1, 0)",0.6555555555555556,0.6555555555555556
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,2,8,72,False,0.7,True,0,0,22,True,"(2, 1, 0)",0.3333333333333333,0.28888888888888886
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_77,10,0.25,0.5,1.0,77,12,24,30,True,0.8,False,2,5,6,True,"(1, 0, 2)",0.6333333333333333,0.4666666666666667
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,20,18,34,False,0.8,False,4,4,6,True,"(1, 0, 2)",0.6,0.6
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_78,10,0.25,0.5,1.0,78,6,21,42,True,0.5,True,2,0,20,True,"(0, 1, 2)",0.7555555555555555,0.5
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,0,18,54,False,0.5,True,0,0,26,True,"(0, 1, 2)",0.4,0.4
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_79,10,0.25,0.5,1.0,79,30,26,8,True,0.1,True,26,0,8,True,"(2, 0, 1)",0.4444444444444444,0.35555555555555557
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,12,8,62,False,0.1,True,10,0,56,False,"(2, 0, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_8,10,0.25,0.5,1.0,8,14,28,20,True,0.6,False,6,12,8,True,"(1, 2, 0)",0.4444444444444444,0.35555555555555557
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,34,4,48,False,0.6,False,14,2,20,False,"(1, 2, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_80,10,0.25,0.5,1.0,80,8,25,32,True,0.5,False,4,13,16,True,"(1, 0, 2)",0.35555555555555557,0.3
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,56,11,12,False,0.5,False,28,6,6,True,"(1, 0, 2)",0.1111111111111111,0.2222222222222222
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_81,10,0.25,0.5,1.0,81,0,31,28,True,0.3,True,0,0,20,True,"(1, 2, 0)",0.7777777777777778,0.43333333333333335
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,52,17,4,False,0.3,True,36,0,2,True,"(1, 2, 0)",0.4,0.3333333333333333
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_82,10,0.25,0.5,1.0,82,0,0,90,True,0.5,True,0,0,44,True,"(2, 1, 0)",0.5111111111111111,0.5111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,22,15,38,False,0.5,True,10,0,18,False,"(2, 1, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_83,10,0.25,0.5,1.0,83,18,24,24,True,0.4,True,10,0,14,True,"(0, 1, 2)",0.7333333333333333,0.4222222222222222
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,4,12,62,False,0.4,True,2,0,38,False,"(0, 1, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_84,10,0.25,0.5,1.0,84,12,26,26,True,0.4,False,8,16,16,True,"(1, 2, 0)",0.26666666666666666,0.26666666666666666
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,66,11,2,False,0.4,False,40,7,2,False,"(1, 2, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_85,10,0.25,0.5,1.0,85,0,32,26,True,0.5,True,0,0,12,True,"(0, 1, 2)",0.8666666666666667,0.5111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,54,13,10,False,0.5,True,26,0,4,False,"(0, 1, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_86,10,0.25,0.5,1.0,86,6,26,32,True,0.5,False,2,13,16,True,"(0, 2, 1)",0.36666666666666664,0.35555555555555557
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,6,12,60,False,0.5,False,2,6,30,False,"(0, 2, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_87,10,0.25,0.5,1.0,87,6,26,32,True,0.4,True,4,0,20,True,"(0, 2, 1)",0.4666666666666667,0.6444444444444445
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,8,24,34,False,0.4,True,4,0,20,False,"(0, 2, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_88,10,0.25,0.5,1.0,88,42,23,2,True,0.6,True,16,0,0,True,"(2, 0, 1)",0.5555555555555556,0.5444444444444444
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,18,34,4,False,0.6,True,8,0,2,True,"(2, 0, 1)",0.4666666666666667,0.6222222222222222
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_89,10,0.25,0.5,1.0,89,8,28,26,True,0.4,False,4,17,16,True,"(2, 1, 0)",0.26666666666666666,0.23333333333333334
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,48,16,10,True,0.4,False,28,10,6,True,"(2, 1, 0)",0.022222222222222223,0.022222222222222223
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_9,10,0.25,0.5,1.0,9,6,26,32,True,0.2,True,4,0,26,True,"(1, 2, 0)",0.6666666666666666,0.37777777777777777
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,6,7,70,False,0.2,True,4,0,56,False,"(1, 2, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_90,10,0.25,0.5,1.0,90,2,16,56,True,0.4,False,2,10,34,True,"(2, 1, 0)",0.3111111111111111,0.3111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,64,9,8,False,0.4,False,38,6,4,True,"(2, 1, 0)",0.022222222222222223,0.08888888888888889
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_91,10,0.25,0.5,1.0,91,12,25,28,True,0.8,True,2,0,6,True,"(1, 0, 2)",0.9111111111111111,0.5444444444444444
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,18,32,8,False,0.8,True,4,0,2,True,"(1, 0, 2)",0.7777777777777778,0.5111111111111111
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_92,10,0.25,0.5,1.0,92,10,25,30,True,0.6,True,4,0,12,True,"(2, 0, 1)",0.5222222222222223,0.5222222222222223
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,8,35,12,False,0.6,True,4,0,4,True,"(2, 0, 1)",0.6222222222222222,0.4666666666666667
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_93,10,0.25,0.5,1.0,93,22,25,18,True,0.8,True,4,0,4,True,"(0, 2, 1)",0.4666666666666667,0.45555555555555555
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,12,33,12,False,0.8,True,2,0,2,True,"(0, 2, 1)",0.8444444444444444,0.7555555555555555
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_94,10,0.25,0.5,1.0,94,38,21,10,True,0.4,False,22,13,6,True,"(1, 2, 0)",0.32222222222222224,0.28888888888888886
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,34,7,42,False,0.4,False,20,5,26,False,"(1, 2, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_95,10,0.25,0.5,1.0,95,18,26,20,True,0.6,False,8,11,8,True,"(2, 0, 1)",0.4222222222222222,0.37777777777777777
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,16,25,24,False,0.6,False,6,10,10,False,"(2, 0, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_96,10,0.25,0.5,1.0,96,0,0,90,True,0.3,False,0,0,62,True,"(1, 2, 0)",0.3111111111111111,0.3111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,56,1,32,False,0.3,False,40,1,22,False,"(1, 2, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_97,10,0.25,0.5,1.0,97,6,24,36,True,0.6,False,2,10,14,True,"(1, 2, 0)",0.4444444444444444,0.4111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,4,40,6,False,0.6,False,2,16,2,False,"(1, 2, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_98,10,0.25,0.5,1.0,98,6,24,36,True,0.8,True,2,0,8,True,"(2, 1, 0)",0.5111111111111111,0.5444444444444444
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,26,4,56,False,0.8,True,6,0,12,False,"(2, 1, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_99,10,0.25,0.5,1.0,99,22,24,20,True,0.8,True,4,0,4,True,"(2, 0, 1)",0.4666666666666667,0.6111111111111112
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,72,1,16,False,0.8,True,14,0,4,True,"(2, 0, 1)",0.3333333333333333,0.4444444444444444
XENOLOGY,graph-prak-GFH\n10\D0.3_L0.3_H0.9\D0.3_L0.3_H0.9_n10_0,10,0.3,0.3,0.9,0,18,25,22,True,0.3,False,12,18,16,True,"(2, 1, 0)",0.2111111111111111,0.18888888888888888
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,6,6,72,False,0.3,False,4,5,50,False,"(2, 1, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.3_L0.3_H0.9\D0.3_L0.3_H0.9_n10_1,10,0.3,0.3,0.9,1,14,30,16,True,0.4,False,8,18,10,True,"(2, 0, 1)",0.24444444444444444,0.24444444444444444
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,52,7,24,False,0.4,False,32,5,14,False,"(2, 0, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.3_L0.3_H0.9\D0.3_L0.3_H0.9_n10_10,10,0.3,0.3,0.9,10,0,33,24,True,0.9,True,0,0,2,True,"(0, 1, 2)",0.9777777777777777,0.4888888888888889
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,44,23,0,True,0.9,True,4,0,0,True,"(0, 1, 2)",0.5111111111111111,0.4222222222222222
XENOLOGY,graph-prak-GFH\n10\D0.3_L0.3_H0.9\D0.3_L0.3_H0.9_n10_11,10,0.3,0.3,0.9,11,6,26,32,True,0.6,False,2,11,12,True,"(1, 0, 2)",0.34444444444444444,0.3333333333333333
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,6,12,60,False,0.6,False,2,5,24,False,"(1, 0, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.3_L0.3_H0.9\D0.3_L0.3_H0.9_n10_12,10,0.3,0.3,0.9,12,14,30,16,True,0.6,True,6,0,6,True,"(2, 0, 1)",0.5111111111111111,0.5111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,10,14,52,False,0.6,True,4,0,20,True,"(2, 0, 1)",0.6222222222222222,0.6222222222222222
XENOLOGY,graph-prak-GFH\n10\D0.3_L0.3_H0.9\D0.3_L0.3_H0.9_n10_13,10,0.3,0.3,0.9,13,10,29,22,True,0.5,False,4,15,10,True,"(1, 0, 2)",0.37777777777777777,0.34444444444444444
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,70,3,14,False,0.5,False,34,2,6,False,"(1, 0, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.3_L0.3_H0.9\D0.3_L0.3_H0.9_n10_14,10,0.3,0.3,0.9,14,32,25,8,True,0.2,False,26,20,6,True,"(0, 2, 1)",0.14444444444444443,0.13333333333333333
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,10,15,50,False,0.2,False,8,12,40,False,"(0, 2, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.3_L0.3_H0.9\D0.3_L0.3_H0.9_n10_15,10,0.3,0.3,0.9,15,28,25,12,True,0.1,True,26,0,10,True,"(0, 2, 1)",0.3333333333333333,0.5
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,18,7,58,False,0.1,True,16,0,52,True,"(0, 2, 1)",0.15555555555555556,0.15555555555555556
XENOLOGY,graph-prak-GFH\n10\D0.3_L0.3_H0.9\D0.3_L0.3_H0.9_n10_16,10,0.3,0.3,0.9,16,2,16,56,True,0.3,False,2,12,40,True,"(0, 1, 2)",0.2222222222222222,0.2222222222222222
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,6,39,6,False,0.3,False,4,28,4,False,"(0, 1, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.3_L0.3_H0.9\D0.3_L0.3_H0.9_n10_17,10,0.3,0.3,0.9,17,24,27,12,True,0.2,False,20,22,10,True,"(2, 0, 1)",0.13333333333333333,0.1111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,54,2,32,False,0.2,False,44,2,26,False,"(2, 0, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.3_L0.3_H0.9\D0.3_L0.3_H0.9_n10_18,10,0.3,0.3,0.9,18,30,25,10,True,0.4,False,18,15,6,True,"(0, 2, 1)",0.28888888888888886,0.25555555555555554
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,28,31,0,True,0.4,False,16,19,0,True,"(0, 2, 1)",0.08888888888888889,0.1111111111111111
XENOLOGY,graph-prak-GFH\n10\D0.3_L0.3_H0.9\D0.3_L0.3_H0.9_n10_19,10,0.3,0.3,0.9,19,0,24,42,True,0.7,False,0,8,12,True,"(0, 2, 1)",0.45555555555555555,0.4
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,18,0,72,False,0.7,False,6,0,22,False,"(0, 2, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.3_L0.3_H0.9\D0.3_L0.3_H0.9_n10_2,10,0.3,0.3,0.9,2,8,28,26,True,0.6,False,4,12,10,True,"(2, 1, 0)",0.36666666666666664,0.35555555555555557
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,6,32,20,False,0.6,False,2,13,8,False,"(2, 1, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.3_L0.3_H0.9\D0.3_L0.3_H0.9_n10_20,10,0.3,0.3,0.9,20,22,26,16,True,0.9,True,2,0,2,True,"(0, 2, 1)",0.4777777777777778,0.5555555555555556
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,68,0,22,False,0.9,True,6,0,2,True,"(0, 2, 1)",0.6,0.6666666666666666
XENOLOGY,graph-prak-GFH\n10\D0.3_L0.3_H0.9\D0.3_L0.3_H0.9_n10_21,10,0.3,0.3,0.9,21,0,31,28,True,0.4,True,0,0,16,True,"(0, 2, 1)",0.8222222222222222,0.4777777777777778
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,20,20,30,False,0.4,True,12,0,18,False,"(0, 2, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.3_L0.3_H0.9\D0.3_L0.3_H0.9_n10_22,10,0.3,0.3,0.9,22,0,25,40,True,0.2,True,0,0,32,True,"(1, 0, 2)",0.6444444444444445,0.36666666666666664
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,4,29,28,False,0.2,True,4,0,22,False,"(1, 0, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.3_L0.3_H0.9\D0.3_L0.3_H0.9_n10_23,10,0.3,0.3,0.9,23,0,9,72,True,0.8,False,0,2,14,True,"(2, 0, 1)",0.6333333333333333,0.6333333333333333
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,10,4,72,False,0.8,False,2,1,14,False,"(2, 0, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.3_L0.3_H0.9\D0.3_L0.3_H0.9_n10_24,10,0.3,0.3,0.9,24,18,26,20,True,0.7,True,6,0,6,True,"(0, 1, 2)",0.8666666666666667,0.5333333333333333
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,0,40,10,True,0.7,True,0,0,2,True,"(0, 1, 2)",0.8888888888888888,0.8222222222222222
XENOLOGY,graph-prak-GFH\n10\D0.3_L0.3_H0.9\D0.3_L0.3_H0.9_n10_25,10,0.3,0.3,0.9,25,16,27,20,True,0.3,True,12,0,14,True,"(1, 2, 0)",0.7111111111111111,0.5555555555555556
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,64,7,12,False,0.3,True,44,0,8,True,"(1, 2, 0)",0.2,0.2
XENOLOGY,graph-prak-GFH\n10\D0.3_L0.3_H0.9\D0.3_L0.3_H0.9_n10_26,10,0.3,0.3,0.9,26,18,25,22,True,0.5,False,8,13,10,True,"(0, 1, 2)",0.37777777777777777,0.3333333333333333
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,42,3,42,True,0.5,False,20,2,20,True,"(0, 1, 2)",0.022222222222222223,0.022222222222222223
XENOLOGY,graph-prak-GFH\n10\D0.3_L0.3_H0.9\D0.3_L0.3_H0.9_n10_27,10,0.3,0.3,0.9,27,4,21,44,True,0.7,True,2,0,14,True,"(0, 1, 2)",0.8222222222222222,0.5666666666666667
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,28,25,12,True,0.7,True,8,0,4,True,"(0, 1, 2)",0.6222222222222222,0.26666666666666666
XENOLOGY,graph-prak-GFH\n10\D0.3_L0.3_H0.9\D0.3_L0.3_H0.9_n10_28,10,0.3,0.3,0.9,28,8,29,24,True,0.2,True,6,0,20,True,"(0, 2, 1)",0.3888888888888889,0.4111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,22,2,64,False,0.2,True,18,0,52,False,"(0, 2, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.3_L0.3_H0.9\D0.3_L0.3_H0.9_n10_29,10,0.3,0.3,0.9,29,14,25,26,True,0.7,True,4,0,8,True,"(1, 2, 0)",0.8666666666666667,0.5444444444444444
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,62,14,0,False,0.7,True,18,0,0,True,"(1, 2, 0)",0.3111111111111111,0.5333333333333333
XENOLOGY,graph-prak-GFH\n10\D0.3_L0.3_H0.9\D0.3_L0.3_H0.9_n10_3,10,0.3,0.3,0.9,3,4,21,44,True,0.3,True,2,0,30,True,"(2, 1, 0)",0.3888888888888889,0.4
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,22,5,58,False,0.3,True,16,0,40,False,"(2, 1, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.3_L0.3_H0.9\D0.3_L0.3_H0.9_n10_30,10,0.3,0.3,0.9,30,4,21,44,True,0.8,False,0,5,8,True,"(0, 2, 1)",0.5333333333333333,0.4666666666666667
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,4,15,56,False,0.8,False,0,3,12,True,"(0, 2, 1)",0.6,0.6222222222222222
XENOLOGY,graph-prak-GFH\n10\D0.3_L0.3_H0.9\D0.3_L0.3_H0.9_n10_31,10,0.3,0.3,0.9,31,12,32,14,True,0.1,True,10,0,12,True,"(1, 0, 2)",0.7555555555555555,0.43333333333333335
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,26,4,56,False,0.1,True,24,0,50,False,"(1, 0, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.3_L0.3_H0.9\D0.3_L0.3_H0.9_n10_32,10,0.3,0.3,0.9,32,12,25,28,True,0.2,True,10,0,22,True,"(0, 2, 1)",0.36666666666666664,0.36666666666666664
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,0,13,64,False,0.2,True,0,0,52,True,"(0, 2, 1)",0.28888888888888886,0.28888888888888886
XENOLOGY,graph-prak-GFH\n10\D0.3_L0.3_H0.9\D0.3_L0.3_H0.9_n10_33,10,0.3,0.3,0.9,33,2,16,56,True,0.5,True,0,0,28,True,"(2, 1, 0)",0.5,0.5
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,72,1,16,False,0.5,True,36,0,8,True,"(2, 1, 0)",0.1111111111111111,0.26666666666666666
XENOLOGY,graph-prak-GFH\n10\D0.3_L0.3_H0.9\D0.3_L0.3_H0.9_n10_34,10,0.3,0.3,0.9,34,28,25,12,True,0.7,False,8,8,4,True,"(0, 1, 2)",0.5111111111111111,0.4111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,12,4,70,False,0.7,False,4,2,20,False,"(0, 1, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.3_L0.3_H0.9\D0.3_L0.3_H0.9_n10_35,10,0.3,0.3,0.9,35,2,16,56,True,0.4,True,2,0,34,True,"(1, 2, 0)",0.6,0.4222222222222222
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,12,23,32,False,0.4,True,8,0,20,False,"(1, 2, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.3_L0.3_H0.9\D0.3_L0.3_H0.9_n10_36,10,0.3,0.3,0.9,36,0,24,42,True,0.7,True,0,0,12,True,"(1, 0, 2)",0.8666666666666667,0.5111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,60,2,26,False,0.7,True,18,0,8,True,"(1, 0, 2)",0.2,0.37777777777777777
XENOLOGY,graph-prak-GFH\n10\D0.3_L0.3_H0.9\D0.3_L0.3_H0.9_n10_37,10,0.3,0.3,0.9,37,0,9,72,True,0.3,True,0,0,50,True,"(0, 2, 1)",0.4444444444444444,0.34444444444444444
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,24,26,14,False,0.3,True,16,0,10,False,"(0, 2, 1)",-1.0,-1.0
