TYP,PFAD,KNOTENZAHL,DUPLIKATION,VERLUST,HGT,EVOLUTIONSRATE,BI_ANZAHL,DI_ANZAHL,EM_ANZAHL,FITCH,DELETION_RATE,SPECIAL,PARTIAL_BI_ANZAHL,PARTIAL_DI_ANZAHL,PARTIAL_EM_ANZAHL,PARTIAL_FITCH,ALGO_ONE_ORDER,ALGO_ONE_DIFF,ALGO_TWO_DIFF
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_61,10,0.5,0.5,0.25,61,2,16,56,True,0.8,True,0,0,12,True,"(0, 2, 1)",0.8666666666666667,0.5
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,6,19,46,False,0.8,True,2,0,10,False,"(0, 2, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_62,10,0.5,0.5,0.25,62,0,16,58,True,0.2,True,0,0,46,True,"(2, 1, 0)",0.3,0.3
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,10,34,12,False,0.2,True,8,0,10,False,"(2, 1, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_63,10,0.5,0.5,0.25,63,0,0,90,True,0.1,False,0,0,80,True,"(0, 2, 1)",0.1111111111111111,0.1111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,66,1,22,False,0.1,False,60,1,20,False,"(0, 2, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_64,10,0.5,0.5,0.25,64,4,21,44,True,0.3,False,2,15,30,True,"(2, 1, 0)",0.2222222222222222,0.23333333333333334
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,56,12,10,False,0.3,False,40,9,6,False,"(2, 1, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_65,10,0.5,0.5,0.25,65,0,0,90,True,0.2,False,0,0,72,True,"(0, 1, 2)",0.2,0.2
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,18,11,50,False,0.2,False,14,9,40,False,"(0, 1, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_66,10,0.5,0.5,0.25,66,0,0,90,True,0.2,True,0,0,72,True,"(0, 2, 1)",0.2,0.2
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,28,4,54,False,0.2,True,22,0,44,False,"(0, 2, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_67,10,0.5,0.5,0.25,67,0,9,72,True,0.3,False,0,7,50,True,"(2, 0, 1)",0.26666666666666666,0.26666666666666666
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,64,3,20,False,0.3,False,44,3,14,False,"(2, 0, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_68,10,0.5,0.5,0.25,68,4,21,44,True,0.2,False,4,17,36,True,"(0, 1, 2)",0.13333333333333333,0.13333333333333333
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,56,4,26,False,0.2,False,44,4,20,False,"(0, 1, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_69,10,0.5,0.5,0.25,69,0,0,90,True,0.2,True,0,0,72,True,"(2, 0, 1)",0.2,0.2
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,70,1,18,False,0.2,True,56,0,14,False,"(2, 0, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_7,10,0.5,0.5,0.25,7,8,25,32,True,0.9,False,0,3,4,True,"(2, 1, 0)",0.4444444444444444,0.4444444444444444
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,70,7,6,False,0.9,False,6,1,0,True,"(2, 1, 0)",0.7111111111111111,0.6888888888888889
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_70,10,0.5,0.5,0.25,70,0,9,72,True,0.8,True,0,0,14,True,"(1, 2, 0)",0.8444444444444444,0.6555555555555556
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,76,3,8,False,0.8,True,16,0,2,True,"(1, 2, 0)",0.13333333333333333,0.4
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_71,10,0.5,0.5,0.25,71,0,21,48,True,0.8,False,0,5,10,True,"(0, 2, 1)",0.45555555555555555,0.4444444444444444
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,68,7,8,True,0.8,False,14,2,2,True,"(0, 2, 1)",0.26666666666666666,0.2222222222222222
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_72,10,0.5,0.5,0.25,72,12,24,30,True,0.7,False,4,8,8,True,"(1, 0, 2)",0.6111111111111112,0.43333333333333335
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,50,2,36,False,0.7,False,14,1,10,True,"(1, 0, 2)",0.2222222222222222,0.4
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_73,10,0.5,0.5,0.25,73,2,16,56,True,0.4,False,2,10,34,True,"(1, 2, 0)",0.3111111111111111,0.3111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,10,11,58,False,0.4,False,6,7,34,False,"(1, 2, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_74,10,0.5,0.5,0.25,74,0,0,90,True,0.9,True,0,0,8,True,"(2, 0, 1)",0.5222222222222223,0.5222222222222223
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,18,7,58,False,0.9,True,2,0,6,False,"(2, 0, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_75,10,0.5,0.5,0.25,75,6,21,42,True,0.8,False,2,5,8,True,"(1, 0, 2)",0.6666666666666666,0.4666666666666667
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,38,1,50,False,0.8,False,8,1,10,False,"(1, 0, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_76,10,0.5,0.5,0.25,76,0,9,72,True,0.3,False,0,7,50,True,"(0, 1, 2)",0.26666666666666666,0.26666666666666666
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,2,11,66,False,0.3,False,2,8,46,False,"(0, 1, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_77,10,0.5,0.5,0.25,77,38,16,20,True,0.4,True,22,0,12,True,"(0, 2, 1)",0.43333333333333335,0.5222222222222223
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,12,6,66,False,0.4,True,8,0,40,False,"(0, 2, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_78,10,0.5,0.5,0.25,78,0,0,90,True,0.8,True,0,0,18,True,"(0, 2, 1)",0.8,0.6111111111111112
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,76,1,12,False,0.8,True,16,0,2,True,"(0, 2, 1)",0.6222222222222222,0.5555555555555556
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_79,10,0.5,0.5,0.25,79,0,24,42,True,0.6,False,0,10,16,True,"(2, 0, 1)",0.34444444444444444,0.34444444444444444
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,84,0,6,True,0.6,False,34,0,2,True,"(2, 0, 1)",0.044444444444444446,0.2222222222222222
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_8,10,0.5,0.5,0.25,8,18,25,22,True,0.7,False,6,8,6,True,"(1, 0, 2)",0.5111111111111111,0.4111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,6,16,52,False,0.7,False,2,5,16,False,"(1, 0, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_80,10,0.5,0.5,0.25,80,10,24,32,True,0.8,False,2,5,6,True,"(2, 0, 1)",0.4111111111111111,0.4666666666666667
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,18,31,10,False,0.8,False,4,7,2,False,"(2, 0, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_81,10,0.5,0.5,0.25,81,0,0,90,True,0.4,True,0,0,54,True,"(0, 2, 1)",0.4,0.4
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,34,4,48,False,0.4,True,20,0,28,False,"(0, 2, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_82,10,0.5,0.5,0.25,82,2,16,56,True,0.9,True,0,0,6,True,"(2, 1, 0)",0.5,0.5
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,24,19,28,False,0.9,True,2,0,2,True,"(2, 1, 0)",0.6222222222222222,0.8444444444444444
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_83,10,0.5,0.5,0.25,83,0,0,90,True,0.2,True,0,0,72,True,"(0, 2, 1)",0.2,0.2
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,72,8,2,True,0.2,True,58,0,2,True,"(0, 2, 1)",0.17777777777777778,0.1111111111111111
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_84,10,0.5,0.5,0.25,84,4,21,44,True,0.6,False,2,9,18,True,"(1, 0, 2)",0.4444444444444444,0.4444444444444444
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,2,14,60,False,0.6,False,0,6,24,False,"(1, 0, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_85,10,0.5,0.5,0.25,85,0,9,72,True,0.7,True,0,0,22,True,"(0, 1, 2)",0.7555555555555555,0.5666666666666667
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,4,5,76,False,0.7,True,2,0,22,False,"(0, 1, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_86,10,0.5,0.5,0.25,86,0,16,58,True,0.7,False,0,5,18,True,"(1, 2, 0)",0.6111111111111112,0.4222222222222222
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,2,39,10,False,0.7,False,0,12,2,True,"(1, 2, 0)",0.4222222222222222,0.2
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_87,10,0.5,0.5,0.25,87,0,17,56,True,0.6,False,0,7,22,True,"(0, 1, 2)",0.5222222222222223,0.4111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,12,5,68,False,0.6,False,4,2,28,False,"(0, 1, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_88,10,0.5,0.5,0.25,88,0,0,90,True,0.9,True,0,0,8,True,"(2, 0, 1)",0.4888888888888889,0.4888888888888889
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,22,24,20,False,0.9,True,2,0,2,True,"(2, 0, 1)",0.4222222222222222,0.8222222222222222
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_89,10,0.5,0.5,0.25,89,0,16,58,True,0.2,False,0,13,46,True,"(0, 2, 1)",0.16666666666666666,0.16666666666666666
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,16,30,14,False,0.2,False,12,24,12,False,"(0, 2, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_9,10,0.5,0.5,0.25,9,0,0,90,True,0.2,True,0,0,72,True,"(0, 2, 1)",0.2,0.2
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,74,4,8,False,0.2,True,60,0,6,True,"(0, 2, 1)",0.08888888888888889,0.13333333333333333
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_90,10,0.5,0.5,0.25,90,0,9,72,True,0.5,True,0,0,36,True,"(1, 0, 2)",0.6,0.5
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,40,19,12,False,0.5,True,20,0,6,False,"(1, 0, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_91,10,0.5,0.5,0.25,91,0,0,90,True,0.3,True,0,0,62,True,"(0, 1, 2)",0.3111111111111111,0.3111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,20,3,64,False,0.3,True,14,0,44,False,"(0, 1, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_92,10,0.5,0.5,0.25,92,4,21,44,True,0.8,True,0,0,8,True,"(2, 1, 0)",0.4888888888888889,0.4888888888888889
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,2,38,12,False,0.8,True,0,0,2,True,"(2, 1, 0)",0.4666666666666667,0.4
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_93,10,0.5,0.5,0.25,93,10,24,32,True,0.6,True,4,0,12,True,"(1, 2, 0)",0.8222222222222222,0.6666666666666666
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,22,23,22,False,0.6,True,8,0,8,True,"(1, 2, 0)",0.6,0.5777777777777777
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_94,10,0.5,0.5,0.25,94,0,0,90,True,0.3,False,0,0,62,True,"(2, 1, 0)",0.3111111111111111,0.3111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,10,38,4,False,0.3,False,6,27,2,False,"(2, 1, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_95,10,0.5,0.5,0.25,95,14,27,22,True,0.6,False,6,11,8,True,"(0, 2, 1)",0.37777777777777777,0.4
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,54,15,6,False,0.6,False,22,6,2,True,"(0, 2, 1)",0.3333333333333333,0.15555555555555556
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_96,10,0.5,0.5,0.25,96,0,16,58,True,0.7,False,0,5,18,True,"(2, 0, 1)",0.5555555555555556,0.5555555555555556
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,4,16,54,False,0.7,False,2,5,16,False,"(2, 0, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_97,10,0.5,0.5,0.25,97,0,9,72,True,0.7,False,0,3,22,True,"(1, 2, 0)",0.6222222222222222,0.6222222222222222
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,10,8,64,False,0.7,False,2,3,20,False,"(1, 2, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_98,10,0.5,0.5,0.25,98,2,16,56,True,0.1,True,2,0,50,True,"(2, 0, 1)",0.24444444444444444,0.24444444444444444
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,74,3,10,False,0.1,True,66,0,8,False,"(2, 0, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_99,10,0.5,0.5,0.25,99,0,0,90,True,0.2,False,0,0,72,True,"(0, 1, 2)",0.2,0.2
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,44,2,42,False,0.2,False,36,2,34,False,"(0, 1, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.5\D0.5_L0.5_H0.5_n10_0,10,0.5,0.5,0.5,0,8,30,22,True,0.8,False,2,6,4,True,"(2, 1, 0)",0.4111111111111111,0.4222222222222222
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,44,11,24,False,0.8,False,8,3,4,True,"(2, 1, 0)",0.5333333333333333,0.6222222222222222
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.5\D0.5_L0.5_H0.5_n10_1,10,0.5,0.5,0.5,1,0,0,90,True,0.3,False,0,0,62,True,"(0, 2, 1)",0.3111111111111111,0.3111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,8,15,52,False,0.3,False,6,11,36,False,"(0, 2, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.5\D0.5_L0.5_H0.5_n10_10,10,0.5,0.5,0.5,10,0,21,48,True,0.8,True,0,0,10,True,"(1, 0, 2)",0.8888888888888888,0.5555555555555556
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,60,2,26,False,0.8,True,12,0,6,True,"(1, 0, 2)",0.26666666666666666,0.37777777777777777
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.5\D0.5_L0.5_H0.5_n10_11,10,0.5,0.5,0.5,11,20,26,18,True,0.8,False,4,6,4,True,"(0, 2, 1)",0.4222222222222222,0.4111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,20,16,38,False,0.8,False,4,4,8,False,"(0, 2, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.5\D0.5_L0.5_H0.5_n10_12,10,0.5,0.5,0.5,12,6,21,42,True,0.8,True,2,0,8,True,"(0, 1, 2)",0.8888888888888888,0.5222222222222223
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,18,33,6,False,0.8,True,4,0,2,True,"(0, 1, 2)",0.7777777777777778,0.4666666666666667
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.5\D0.5_L0.5_H0.5_n10_13,10,0.5,0.5,0.5,13,0,9,72,True,0.6,False,0,4,28,True,"(2, 1, 0)",0.5444444444444444,0.5444444444444444
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,34,23,10,False,0.6,False,14,10,4,True,"(2, 1, 0)",0.08888888888888889,0.1111111111111111
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.5\D0.5_L0.5_H0.5_n10_14,10,0.5,0.5,0.5,14,0,24,42,True,0.8,True,0,0,8,True,"(2, 1, 0)",0.4888888888888889,0.4888888888888889
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,6,11,62,False,0.8,True,2,0,12,True,"(2, 1, 0)",0.7111111111111111,0.6888888888888889
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.5\D0.5_L0.5_H0.5_n10_15,10,0.5,0.5,0.5,15,6,21,42,True,0.4,True,4,0,26,True,"(1, 0, 2)",0.6666666666666666,0.4222222222222222
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,18,7,58,False,0.4,True,10,0,34,False,"(1, 0, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.5\D0.5_L0.5_H0.5_n10_16,10,0.5,0.5,0.5,16,6,21,42,True,0.8,True,2,0,8,True,"(0, 1, 2)",0.8888888888888888,0.4888888888888889
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,4,41,4,False,0.8,True,0,0,0,True,"(0, 1, 2)",0.9555555555555556,0.7333333333333333
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.5\D0.5_L0.5_H0.5_n10_17,10,0.5,0.5,0.5,17,0,21,48,True,0.7,True,0,0,14,True,"(1, 2, 0)",0.8444444444444444,0.5777777777777777
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,70,6,8,False,0.7,True,20,0,2,True,"(1, 2, 0)",0.2,0.4222222222222222
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.5\D0.5_L0.5_H0.5_n10_18,10,0.5,0.5,0.5,18,4,21,44,True,0.6,True,2,0,18,True,"(1, 0, 2)",0.7777777777777778,0.6222222222222222
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,66,8,8,True,0.6,True,26,0,4,True,"(1, 0, 2)",0.2,0.26666666666666666
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.5\D0.5_L0.5_H0.5_n10_19,10,0.5,0.5,0.5,19,10,30,20,True,0.3,True,6,0,14,True,"(2, 0, 1)",0.45555555555555555,0.4666666666666667
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,16,17,40,False,0.3,True,12,0,28,False,"(2, 0, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.5\D0.5_L0.5_H0.5_n10_2,10,0.5,0.5,0.5,2,0,9,72,True,0.5,True,0,0,36,True,"(2, 1, 0)",0.5,0.5
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,30,27,6,False,0.5,True,14,0,2,True,"(2, 1, 0)",0.4444444444444444,0.5555555555555556
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.5\D0.5_L0.5_H0.5_n10_20,10,0.5,0.5,0.5,20,2,16,56,True,0.2,False,2,13,44,True,"(1, 0, 2)",0.16666666666666666,0.16666666666666666
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,0,38,14,False,0.2,False,0,31,12,False,"(1, 0, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.5\D0.5_L0.5_H0.5_n10_21,10,0.5,0.5,0.5,21,8,25,32,True,0.3,True,6,0,22,True,"(1, 2, 0)",0.6888888888888889,0.4666666666666667
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,66,11,2,True,0.3,True,46,0,2,True,"(1, 2, 0)",0.24444444444444444,0.24444444444444444
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.5\D0.5_L0.5_H0.5_n10_22,10,0.5,0.5,0.5,22,0,24,42,True,0.7,False,0,8,12,True,"(0, 1, 2)",0.5444444444444444,0.4444444444444444
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,26,8,48,False,0.7,False,8,3,14,False,"(0, 1, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.5\D0.5_L0.5_H0.5_n10_23,10,0.5,0.5,0.5,23,12,24,30,True,0.8,False,2,5,6,True,"(2, 1, 0)",0.43333333333333335,0.43333333333333335
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,4,30,26,False,0.8,False,0,6,6,True,"(2, 1, 0)",0.5333333333333333,0.37777777777777777
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.5\D0.5_L0.5_H0.5_n10_24,10,0.5,0.5,0.5,24,6,21,42,True,0.3,False,4,15,30,True,"(2, 0, 1)",0.2222222222222222,0.2111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,30,1,58,False,0.3,False,20,1,40,False,"(2, 0, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.5\D0.5_L0.5_H0.5_n10_25,10,0.5,0.5,0.5,25,8,25,32,True,0.2,False,6,20,26,True,"(2, 0, 1)",0.14444444444444443,0.14444444444444443
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,12,24,30,False,0.2,False,10,20,24,False,"(2, 0, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.5\D0.5_L0.5_H0.5_n10_26,10,0.5,0.5,0.5,26,0,24,42,True,0.8,False,0,5,8,True,"(1, 0, 2)",0.6444444444444445,0.43333333333333335
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,22,27,14,False,0.8,False,4,6,2,True,"(1, 0, 2)",0.4888888888888889,0.4222222222222222
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.5\D0.5_L0.5_H0.5_n10_27,10,0.5,0.5,0.5,27,8,29,24,True,0.3,True,6,0,16,True,"(1, 0, 2)",0.7555555555555555,0.4777777777777778
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,8,36,10,False,0.3,True,6,0,6,True,"(1, 0, 2)",0.8444444444444444,0.5111111111111111
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.5\D0.5_L0.5_H0.5_n10_28,10,0.5,0.5,0.5,28,0,0,90,True,0.5,True,0,0,44,True,"(0, 2, 1)",0.5111111111111111,0.5111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,4,34,18,False,0.5,True,2,0,8,True,"(0, 2, 1)",0.7333333333333333,0.6222222222222222
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.5\D0.5_L0.5_H0.5_n10_29,10,0.5,0.5,0.5,29,0,0,90,True,0.8,False,0,0,18,True,"(2, 1, 0)",0.7,0.7
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,58,5,22,False,0.8,False,12,1,4,False,"(2, 1, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.5\D0.5_L0.5_H0.5_n10_3,10,0.5,0.5,0.5,3,14,27,22,True,0.6,False,6,11,8,True,"(1, 2, 0)",0.3888888888888889,0.36666666666666664
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,44,14,18,False,0.6,False,18,6,8,False,"(1, 2, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.5\D0.5_L0.5_H0.5_n10_30,10,0.5,0.5,0.5,30,2,16,56,True,0.1,False,2,15,50,True,"(0, 1, 2)",0.07777777777777778,0.07777777777777778
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,54,6,24,False,0.1,False,48,6,22,False,"(0, 1, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.5\D0.5_L0.5_H0.5_n10_31,10,0.5,0.5,0.5,31,0,0,90,True,0.6,True,0,0,36,True,"(2, 0, 1)",0.6,0.6
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,20,28,14,False,0.6,True,8,0,6,True,"(2, 0, 1)",0.2,0.7333333333333333
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.5\D0.5_L0.5_H0.5_n10_32,10,0.5,0.5,0.5,32,0,16,58,True,0.8,True,0,0,12,True,"(2, 1, 0)",0.4777777777777778,0.4777777777777778
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,62,11,6,False,0.8,True,12,0,2,True,"(2, 1, 0)",0.28888888888888886,0.4888888888888889
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.5\D0.5_L0.5_H0.5_n10_33,10,0.5,0.5,0.5,33,2,16,56,True,0.9,True,0,0,6,True,"(0, 1, 2)",0.9333333333333333,0.4666666666666667
